id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia
261110.0;2020-01-06;segunda-feira;01:05:00;RJ;101;322.0;NITEROI;Falta de Atencao a Conducao;Colisao com objeto estatico;Sem Vitimas;Plena Noite
261809.0;2020-01-09;quinta-feira;23:30:00;RJ;101;309.4;SAO GONCALO;Agressao Externa;Colisao com objeto estatico;Com Vitimas Feridas;Plena Noite
266233.0;2020-01-31;sexta-feira;17:20:00;RJ;101;328.5;RIO DE JANEIRO;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Fatais;Pleno dia
268154.0;2020-02-05;quarta-feira;21:40:00;RJ;101;311.0;SAO GONCALO;Falta de Atencao a Conducao;Engavetamento;Com Vitimas Feridas;Plena Noite
272504.0;2020-02-29;sabado;22:40:00;RJ;101;332.0;RIO DE JANEIRO;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite
279703.0;2020-04-13;segunda-feira;18:55:00;RJ;101;305.3;SAO GONCALO;Animais na Pista;Atropelamento de Animal;Com Vitimas Feridas;Plena Noite
280152.0;2020-04-17;sexta-feira;06:00:00;RJ;101;331.4;RIO DE JANEIRO;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia
286666.0;2020-05-27;quarta-feira;16:45:00;RJ;101;322.4;NITEROI;Falta de Atencao a Conducao;Colisao traseira;Sem Vitimas;Pleno dia
287384.0;2020-05-31;domingo;16:50:00;RJ;101;325.0;NITEROI;Falta de Atencao a Conducao;Colisao lateral;Com Vitimas Feridas;Anoitecer
287665.0;2020-06-01;segunda-feira;22:00:00;RJ;101;303.0;SAO GONCALO;Desobediencia as normas de transito pelo condutor;Colisao frontal;Com Vitimas Feridas;Plena Noite
290635.0;2020-06-18;quinta-feira;13:05:00;RJ;101;331.0;RIO DE JANEIRO;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia
291044.0;2020-06-20;sabado;18:30:00;RJ;101;313.0;SAO GONCALO;Nao guardar distancia de seguranca;Colisao traseira;Sem Vitimas;Plena Noite
