id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia
100494.0;2018-01-02;terca-feira;22:45:00;RJ;101;323.0;NITEROI;Falta de Atencao a Conducao;Colisao com objeto estatico;Sem Vitimas;Plena Noite
101632.0;2018-01-07;domingo;03:00:00;RJ;101;304.7;SAO GONCALO;Animais na Pista;Atropelamento de Animal;Sem Vitimas;Plena Noite
104423.0;2018-01-18;quinta-feira;17:35:00;RJ;101;316.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia
106285.0;2018-01-26;sexta-feira;12:20:00;RJ;101;325.0;NITEROI;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia
109035.0;2018-02-06;terca-feira;03:55:00;RJ;101;299.0;SAO GONCALO;Velocidade Incompativel;Colisao traseira;Sem Vitimas;Plena Noite
122757.0;2018-04-02;segunda-feira;10:56:00;RJ;101;331.0;RIO DE JANEIRO;Falta de Atencao a Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia
122759.0;2018-04-02;segunda-feira;12:15:00;RJ;101;303.0;SAO GONCALO;Falta de Atencao a Conducao;Tombamento;Sem Vitimas;Pleno dia
127280.0;2018-04-12;quinta-feira;07:00:00;RJ;101;327.0;NITEROI;Nao guardar distancia de seguranca;Colisao lateral;Com Vitimas Feridas;Pleno dia
128272.0;2018-04-16;segunda-feira;10:29:00;RJ;101;328.1;RIO DE JANEIRO;Falta de Atencao a Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia
130693.0;2018-04-28;sabado;03:40:00;RJ;101;314.0;SAO GONCALO;Falta de Atencao a Conducao;Atropelamento de Pedestre;Com Vitimas Feridas;Plena Noite
131664.0;2018-05-02;quarta-feira;21:20:00;RJ;101;310.0;SAO GONCALO;Desobediencia as normas de transito pelo condutor;Colisao traseira;Sem Vitimas;Plena Noite
131686.0;2018-05-03;quinta-feira;04:30:00;RJ;101;307.9;SAO GONCALO;Agressao Externa;Colisao traseira;Sem Vitimas;Plena Noite
132739.0;2018-05-08;terca-feira;01:20:00;RJ;101;328.0;NITEROI;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite
132806.0;2018-05-04;sexta-feira;11:20:00;RJ;101;321.9;NITEROI;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Sem Vitimas;Pleno dia
132812.0;2018-05-08;terca-feira;08:30:00;RJ;101;333.0;RIO DE JANEIRO;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia
134028.0;2018-05-13;domingo;15:20:00;RJ;101;312.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao lateral;Sem Vitimas;Pleno dia
134334.0;2018-05-14;segunda-feira;17:10:00;RJ;101;318.9;NITEROI;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Anoitecer
138144.0;2018-06-06;quarta-feira;04:30:00;RJ;101;310.0;SAO GONCALO;Objeto estatico sobre o leito carrocavel;Engavetamento;Com Vitimas Feridas;Plena Noite
138859.0;2018-06-09;sabado;06:45:00;RJ;101;317.0;SAO GONCALO;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Pleno dia
142505.0;2018-06-25;segunda-feira;15:24:00;RJ;101;311.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia
143575.0;2018-06-30;sabado;08:25:00;RJ;101;332.9;RIO DE JANEIRO;Defeito Mecanico no Veiculo;Tombamento;Com Vitimas Feridas;Pleno dia
144236.0;2018-07-03;terca-feira;16:08:00;RJ;101;334.0;RIO DE JANEIRO;Falta de Atencao a Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia
146518.0;2018-07-14;sabado;06:25:00;RJ;101;320.0;NITEROI;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Amanhecer
154906.0;2018-08-24;sexta-feira;01:20:00;RJ;101;332.0;RIO DE JANEIRO;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite
155969.0;2018-08-29;quarta-feira;12:40:00;RJ;101;332.0;RIO DE JANEIRO;Objeto estatico sobre o leito carrocavel;Colisao traseira;Com Vitimas Feridas;Pleno dia
156119.0;2018-08-30;quinta-feira;09:30:00;RJ;101;309.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia
169778.0;2018-11-05;segunda-feira;14:29:00;RJ;101;304.0;SAO GONCALO;Defeito Mecanico no Veiculo;Incendio;Sem Vitimas;Pleno dia
171484.0;2018-11-14;quarta-feira;08:15:00;RJ;101;322.0;NITEROI;Defeito Mecanico no Veiculo;Engavetamento;Com Vitimas Feridas;Pleno dia
175700.0;2018-12-03;segunda-feira;17:05:00;RJ;101;325.0;NITEROI;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia
176517.0;2018-12-07;sexta-feira;23:10:00;RJ;101;330.0;RIO DE JANEIRO;Falta de Atencao a Conducao;Colisao traseira;Sem Vitimas;Plena Noite
181877.0;2018-12-30;domingo;03:40:00;RJ;101;327.0;NITEROI;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Plena Noite
109528.0;2018-02-08;quinta-feira;06:50:00;RJ;101;309.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao lateral;Sem Vitimas;Pleno dia
153741.0;2018-08-18;sabado;02:40:00;RJ;101;313.5;SAO GONCALO;Condutor Dormindo;Colisao traseira;Com Vitimas Feridas;Plena Noite
100230.0;2018-01-02;terca-feira;05:30:00;RJ;101;301.0;SAO GONCALO;Animais na Pista;Engavetamento;Sem Vitimas;Amanhecer
100283.0;2018-01-02;terca-feira;08:35:00;RJ;101;316.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia
100468.0;2018-01-02;terca-feira;19:00:00;RJ;101;307.7;SAO GONCALO;Falta de Atencao a Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite
100764.0;2018-01-04;quinta-feira;01:10:00;RJ;101;313.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao com objeto em movimento;Sem Vitimas;Plena Noite
100772.0;2018-01-04;quinta-feira;00:49:00;RJ;101;321.0;NITEROI;Falta de Atencao a Conducao;Capotamento;Com Vitimas Feridas;Plena Noite
101107.0;2018-01-05;sexta-feira;09:52:00;RJ;101;329.0;RIO DE JANEIRO;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia
101511.0;2018-01-06;sabado;15:10:00;RJ;101;331.3;RIO DE JANEIRO;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia
102215.0;2018-01-09;terca-feira;12:30:00;RJ;101;311.0;SAO GONCALO;Falta de Atencao do Pedestre;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia
102592.0;2018-01-11;quinta-feira;08:47:00;RJ;101;327.0;NITEROI;Falta de Atencao a Conducao;Colisao traseira;Sem Vitimas;Pleno dia
102897.0;2018-01-12;sexta-feira;13:50:00;RJ;101;317.0;SAO GONCALO;Nao guardar distancia de seguranca;Engavetamento;Sem Vitimas;Pleno dia
103274.0;2018-01-13;sabado;20:20:00;RJ;101;309.0;SAO GONCALO;Falta de Atencao a Conducao;Capotamento;Com Vitimas Feridas;Plena Noite
103383.0;2018-01-14;domingo;06:40:00;RJ;101;303.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao com objeto estatico;Com Vitimas Feridas;Pleno dia
103677.0;2018-01-15;segunda-feira;06:45:00;RJ;101;317.0;SAO GONCALO;Restricao de Visibilidade;Colisao com objeto estatico;Sem Vitimas;Pleno dia
103775.0;2018-01-15;segunda-feira;11:35:00;RJ;101;313.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia
103813.0;2018-01-15;segunda-feira;16:20:00;RJ;101;304.0;SAO GONCALO;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Pleno dia
104584.0;2018-01-19;sexta-feira;12:33:00;RJ;101;334.0;RIO DE JANEIRO;Falta de Atencao a Conducao;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia
104793.0;2018-01-20;sabado;04:40:00;RJ;101;334.0;RIO DE JANEIRO;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Amanhecer
105376.0;2018-01-22;segunda-feira;08:15:00;RJ;101;317.0;SAO GONCALO;Nao guardar distancia de seguranca;Colisao lateral;Com Vitimas Feridas;Pleno dia
105718.0;2018-01-23;terca-feira;17:37:00;RJ;101;312.0;SAO GONCALO;Defeito Mecanico no Veiculo;Colisao traseira;Com Vitimas Feridas;Pleno dia
105958.0;2018-01-25;quinta-feira;02:40:00;RJ;101;300.0;SAO GONCALO;Nao guardar distancia de seguranca;Colisao traseira;Com Vitimas Feridas;Plena Noite
106330.0;2018-01-26;sexta-feira;16:15:00;RJ;101;314.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia
106411.0;2018-01-26;sexta-feira;21:00:00;RJ;101;319.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao lateral;Com Vitimas Feridas;Plena Noite
106555.0;2018-01-27;sabado;13:20:00;RJ;101;313.0;SAO GONCALO;Defeito na Via;Colisao traseira;Sem Vitimas;Pleno dia
106732.0;2018-01-21;domingo;00:40:00;RJ;101;301.0;SAO GONCALO;Animais na Pista;Saida de leito carrocavel;Com Vitimas Feridas;Plena Noite
106850.0;2018-01-28;domingo;16:50:00;RJ;101;323.0;NITEROI;Falta de Atencao a Conducao;Colisao traseira;Com Vitimas Feridas;Pleno dia
107286.0;2018-01-30;terca-feira;07:20:00;RJ;101;319.0;SAO GONCALO;Falta de Atencao a Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia
107287.0;2018-01-30;terca-feira;08:40:00;RJ;101;313.1;SAO GONCALO;Falta de Atencao a Conducao;Colisao lateral;Sem Vitimas;Pleno dia
107502.0;2018-01-31;quarta-feira;07:35:00;RJ;101;324.0;NITEROI;Falta de Atencao a Conducao;Colisao lateral;Com Vitimas Feridas;Pleno dia
107504.0;2018-01-31;quarta-feira;08:00:00;RJ;101;331.0;RIO DE JANEIRO;Defeito Mecanico no Veiculo;Colisao traseira;Com Vitimas Feridas;Pleno dia
107654.0;2018-01-31;quarta-feira;18:30:00;RJ;101;318.0;RIO DE JANEIRO;Restricao de Visibilidade;Colisao traseira;Com Vitimas Feridas;Anoitecer
