id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia
652778;2025-01-02;quinta-feira;14:30:00;RJ;101;331.0;RIO DE JANEIRO;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia
653470;2025-01-06;segunda-feira;08:40:00;RJ;101;323.0;NITEROI;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia
659086;2025-02-03;segunda-feira;16:30:00;RJ;101;327.0;RIO DE JANEIRO;Condutor deixou de manter distancia do veiculo da frente;Colisao traseira;Com Vitimas Feridas;Pleno dia
662145;2025-02-16;domingo;23:50:00;RJ;101;305.0;SAO GONCALO;Demais falhas mecanicas ou eletricas;Colisao traseira;Sem Vitimas;Plena Noite
667092;2025-03-14;sexta-feira;05:55:00;RJ;101;333.0;RIO DE JANEIRO;Acessar a via sem observar a presenca dos outros veiculos;Colisao traseira;Com Vitimas Feridas;Pleno dia
668093;2025-03-18;terca-feira;15:46:00;RJ;101;319.0;NITEROI;Demais falhas mecanicas ou eletricas;Incendio;Sem Vitimas;Pleno dia
668141;2025-03-18;terca-feira;22:45:00;RJ;101;321.0;NITEROI;Carga excessiva e/ou mal acondicionada;Capotamento;Com Vitimas Fatais;Plena Noite
668800;2025-03-18;terca-feira;16:20:00;RJ;101;315.0;SAO GONCALO;Acessar a via sem observar a presenca dos outros veiculos;Colisao lateral mesmo sentido;Sem Vitimas;Pleno dia
670756;2025-03-24;segunda-feira;17:30:00;RJ;101;313.0;SAO GONCALO;Reacao tardia ou ineficiente do condutor;Colisao lateral mesmo sentido;Com Vitimas Feridas;Plena Noite
671672;2025-04-05;sabado;04:20:00;RJ;101;321.0;NITEROI;Acumulo de agua sobre o pavimento;Colisao com objeto;Sem Vitimas;Plena Noite
672561;2025-04-09;quarta-feira;07:05:00;RJ;101;327.0;RIO DE JANEIRO;Ultrapassagem Indevida;Colisao traseira;Com Vitimas Feridas;Pleno dia
672788;2025-04-10;quinta-feira;15:00:00;RJ;101;331.0;RIO DE JANEIRO;Demais falhas mecanicas ou eletricas;Colisao com objeto;Com Vitimas Feridas;Pleno dia
687839;2025-04-28;segunda-feira;07:40:00;RJ;101;306.0;SAO GONCALO;Problema com o freio;Engavetamento;Com Vitimas Feridas;Pleno dia
691420;2025-05-15;quinta-feira;07:30:00;RJ;101;328.0;NITEROI;Reacao tardia ou ineficiente do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia
694288;2025-05-24;sabado;04:15:00;RJ;101;307.0;SAO GONCALO;Ausencia de reacao do condutor;Colisao traseira;Sem Vitimas;Plena Noite
695649;2025-06-03;terca-feira;18:25:00;RJ;101;331.0;RIO DE JANEIRO;Trafegar com motocicleta (ou similar) entre as faixas;Colisao lateral mesmo sentido;Com Vitimas Feridas;Anoitecer
696478;2025-06-07;sabado;09:00:00;RJ;101;318.0;SAO GONCALO;Transitar no Acostamento;Atropelamento de Pedestre;Com Vitimas Feridas;Pleno dia
697186;2025-06-10;terca-feira;09:17:00;RJ;101;322.0;NITEROI;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia
697358;2025-06-11;quarta-feira;07:45:00;RJ;101;333.0;RIO DE JANEIRO;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Pleno dia
698062;2025-06-14;sabado;06:50:00;RJ;101;316.0;NITEROI;Reacao tardia ou ineficiente do condutor;Queda de ocupante de veiculo;Com Vitimas Feridas;Pleno dia
698121;2025-06-14;sabado;16:26:00;RJ;101;322.0;NITEROI;Manobra de mudanca de faixa;Colisao lateral mesmo sentido;Com Vitimas Feridas;Pleno dia
699039;2025-06-18;quarta-feira;20:15:00;RJ;101;327.0;RIO DE JANEIRO;Ausencia de reacao do condutor;Colisao traseira;Com Vitimas Feridas;Plena Noite
700614;2025-06-26;quinta-feira;11:20:00;RJ;101;327.0;RIO DE JANEIRO;Ultrapassagem Indevida;Colisao traseira;Com Vitimas Feridas;Pleno dia
702008;2025-07-02;quarta-feira;14:15:00;RJ;101;326.0;NITEROI;Ausencia de sinalizacao;Colisao traseira;Com Vitimas Feridas;Pleno dia
703257;2025-07-07;segunda-feira;19:30:00;RJ;101;324.0;NITEROI;Condutor usando celular;Colisao traseira;Com Vitimas Feridas;Plena Noite
