"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos"
36727;"10/06/16";"Sexta";"18:30:00";"RJ";101;"66";"CAMPOS DOS GOYTACAZES";"Outras";"Colisão com objeto fixo";"";"Plena noite";"Decrescente";"Nublado";"Múltipla";"Reta";"Urbano";2;0;0;0;2;0;0;2
83425846;"01/01/16";"Sexta";"01:30:00";"SC";101;"135,5";"BALNEARIO CAMBORIU";"Falta de atenção";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Crescente";"Vento";"Simples";"Reta";"Urbano";2;0;1;0;1;0;1;2
83425850;"01/01/16";"Sexta";"01:00:00";"PR";277;"2";"PARANAGUA";"Ingestão de álcool";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83425852;"01/01/16";"Sexta";"01:45:00";"PR";476;"357";"UNIAO DA VITORIA";"Outras";"Colisão com bicicleta";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Nublado";"Simples";"Reta";"Urbano";2;0;0;1;0;1;1;2
83425853;"01/01/16";"Sexta";"02:00:00";"SE";101;"94,2";"NOSSA SENHORA DO SOCORRO";"Falta de atenção";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Rural";1;0;1;0;0;0;1;1
83425855;"01/01/16";"Sexta";"02:20:00";"SC";282;"3";"FLORIANOPOLIS";"Falta de atenção";"Colisão lateral";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";3;0;2;0;1;0;2;2
83425856;"01/01/16";"Sexta";"01:10:00";"MG";50;"61";"UBERLANDIA";"Velocidade incompatível";"Colisão lateral";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Nublado";"Dupla";"Reta";"Rural";4;0;1;0;3;0;1;3
83425858;"01/01/16";"Sexta";"02:10:00";"PR";476;"152";"ARAUCARIA";"Velocidade incompatível";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Nublado";"Dupla";"Curva";"Urbano";2;0;1;0;1;0;1;2
83425860;"01/01/16";"Sexta";"01:45:00";"MS";163;"257,3";"DOURADOS";"Velocidade incompatível";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;0;1;1;0;1;2
83425861;"01/01/16";"Sexta";"02:30:00";"SC";101;"207,8";"SAO JOSE";"Falta de atenção";"Colisão lateral";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Múltipla";"Curva";"Urbano";5;0;2;2;1;0;4;2
83425862;"01/01/16";"Sexta";"02:15:00";"MA";230;"2";"BARAO DE GRAJAU";"Ultrapassagem indevida";"Colisão lateral";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Urbano";2;0;0;0;2;0;0;2
83425864;"01/01/16";"Sexta";"01:20:00";"RR";174;"507";"BOA VISTA";"Falta de atenção";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Urbano";3;0;1;0;2;0;1;2
83425866;"01/01/16";"Sexta";"04:40:00";"MG";50;"201,3";"DELTA";"Outras";"Capotamento";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Chuva";"Dupla";"Reta";"Rural";1;0;0;1;0;0;1;1
83425867;"01/01/16";"Sexta";"02:00:00";"GO";40;"2,8";"VALPARAISO DE GOIAS";"Outras";"Colisão Transversal";"Sem Vítimas";"Plena noite";"Crescente";"Nublado";"Dupla";"Reta";"Urbano";3;0;0;0;3;0;0;2
83425868;"01/01/16";"Sexta";"03:50:00";"GO";60;"137,8";"GOIANIA";"Ingestão de álcool";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Crescente";"Chuva";"Dupla";"Reta";"Urbano";3;0;1;0;2;0;1;3
83425871;"01/01/16";"Sexta";"04:00:00";"MG";116;"513,3";"UBAPORANGA";"Dormindo";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Nublado";"Simples";"Curva";"Rural";1;0;0;1;0;0;1;1
83425873;"01/01/16";"Sexta";"01:00:00";"SE";101;"94";"NOSSA SENHORA DO SOCORRO";"Ingestão de álcool";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";1;0;1;0;0;0;1;1
83425875;"01/01/16";"Sexta";"01:00:00";"MA";222;"677";"ACAILANDIA";"Falta de atenção";"Colisão Transversal";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Chuva";"Simples";"Reta";"Rural";3;0;1;2;0;0;3;2
83425876;"01/01/16";"Sexta";"05:00:00";"SC";101;"213";"PALHOCA";"Dormindo";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;1;1;0;0;2;1
83425877;"01/01/16";"Sexta";"05:00:00";"PR";376;"641";"TIJUCAS DO SUL";"Dormindo";"Saída de Pista";"Com Vítimas Feridas";"Plena noite";"Crescente";"Nublado";"Dupla";"Curva";"Rural";2;0;1;0;1;0;1;1
83425878;"01/01/16";"Sexta";"04:00:00";"BA";116;"795";"VITORIA DA CONQUISTA";"Ingestão de álcool";"Colisão com objeto fixo";"Sem Vítimas";"Plena noite";"Decrescente";"Nevoeiro/neblina";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83425882;"01/01/16";"Sexta";"06:00:00";"PR";376;"640";"TIJUCAS DO SUL";"Outras";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Curva";"Rural";1;0;1;0;0;0;1;1
83425883;"01/01/16";"Sexta";"05:45:00";"RS";386;"269";"FONTOURA XAVIER";"Desobediência à sinalização";"Colisão Transversal";"Sem Vítimas";"Plena noite";"Crescente";"Nublado";"Simples";"Reta";"Urbano";2;0;0;0;1;1;0;2
83425890;"01/01/16";"Sexta";"06:30:00";"RJ";101;"530";"ANGRA DOS REIS";"Falta de atenção";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Ceu Claro";"Simples";"Curva";"Urbano";1;0;1;0;0;0;1;1
83425892;"01/01/16";"Sexta";"06:30:00";"RJ";116;"325,4";"ITATIAIA";"Outras";"Colisão com objeto fixo";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Nublado";"Dupla";"Reta";"Rural";2;0;1;0;1;0;1;1
83425893;"01/01/16";"Sexta";"05:00:00";"TO";153;"517";"PUGMIL";"Outras";"Incêndio";"Sem Vítimas";"Amanhecer";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83425894;"01/01/16";"Sexta";"05:30:00";"PB";230;"55,7";"CRUZ DO ESPIRITO SANTO";"Dormindo";"Saída de Pista";"Sem Vítimas";"Amanhecer";"Crescente";"Ceu Claro";"Dupla";"Reta";"Rural";1;0;0;0;1;0;0;1
83425897;"01/01/16";"Sexta";"03:30:00";"BA";135;"162";"BARREIRAS";"Velocidade incompatível";"Colisão com bicicleta";"Com Vítimas Fatais";"Plena noite";"Crescente";"Nublado";"Simples";"Curva";"Urbano";2;1;0;0;0;1;0;2
83425898;"01/01/16";"Sexta";"07:00:00";"RS";158;"141";"CONDOR";"Ingestão de álcool";"Saída de Pista";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Simples";"Cruzamento";"Rural";1;0;0;0;1;0;0;1
83425901;"01/01/16";"Sexta";"07:00:00";"RS";386;"114,5";"SARANDI";"Dormindo";"Colisão lateral";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";3;0;2;0;1;0;2;2
83425902;"01/01/16";"Sexta";"07:30:00";"MG";262;"159,9";"SAO DOMINGOS DO PRATA";"Velocidade incompatível";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";2;0;1;0;1;0;1;1
83425907;"01/01/16";"Sexta";"08:00:00";"RJ";101;"201";"CASIMIRO DE ABREU";"Defeito mecânico em veículo";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Urbano";1;0;0;0;1;0;0;1
83425917;"01/01/16";"Sexta";"05:30:00";"MT";163;"623,5";"NOVA MUTUM";"Falta de atenção";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Nublado";"Simples";"Curva";"Rural";1;0;1;0;0;0;1;1
83425918;"01/01/16";"Sexta";"08:30:00";"MG";381;"563";"ITAGUARA";"Velocidade incompatível";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Curva";"Urbano";2;0;0;0;2;0;0;2
83425920;"01/01/16";"Sexta";"07:45:00";"SP";116;"535,5";"BARRA DO TURVO";"Dormindo";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Curva";"Rural";2;0;2;0;0;0;2;1
83425923;"01/01/16";"Sexta";"08:10:00";"SP";116;"479";"JACUPIRANGA";"Dormindo";"Capotamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Rural";2;0;0;0;2;0;0;1
83425925;"01/01/16";"Sexta";"04:30:00";"PE";232;"530,5";"SALGUEIRO";"Dormindo";"Colisão traseira";"Com Vítimas Fatais";"Amanhecer";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";3;1;0;0;2;0;0;2
83425927;"01/01/16";"Sexta";"07:40:00";"SC";101;"330";"TUBARAO";"Dormindo";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Urbano";3;0;2;0;1;0;2;1
83425928;"01/01/16";"Sexta";"09:30:00";"RJ";101;"83,8";"CAMPOS DOS GOYTACAZES";"Velocidade incompatível";"Saída de Pista";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Simples";"Curva";"Urbano";1;0;0;0;1;0;0;1
83425930;"01/01/16";"Sexta";"07:15:00";"SP";116;"226,8";"GUARULHOS";"Defeito mecânico em veículo";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Múltipla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83425934;"01/01/16";"Sexta";"07:30:00";"SC";470;"23,2";"ILHOTA";"Ingestão de álcool";"Saída de Pista";"Ignorado";"Amanhecer";"Crescente";"Nublado";"Simples";"Reta";"Rural";1;0;0;0;0;1;0;1
83425936;"01/01/16";"Sexta";"08:30:00";"BA";116;"642";"JAGUAQUARA";"Defeito mecânico em veículo";"Capotamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;0;0;2;0;0;1
83425938;"01/01/16";"Sexta";"07:20:00";"PR";277;"66,6";"SAO JOSE DOS PINHAIS";"Velocidade incompatível";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Urbano";3;0;0;0;3;0;0;3
83425939;"01/01/16";"Sexta";"11:00:00";"RJ";101;"535";"PARATI";"Não guardar distância de segurança";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;0;0;2;0;0;2
83425942;"01/01/16";"Sexta";"06:54:00";"RS";285;"464,7";"IJUI";"Ingestão de álcool";"Saída de Pista";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";3;0;0;3;0;0;3;1
83425943;"01/01/16";"Sexta";"08:00:00";"SC";101;"116";"ITAJAI";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Múltipla";"Reta";"Rural";4;0;1;0;3;0;1;2
83425944;"01/01/16";"Sexta";"04:30:00";"GO";153;"533";"HIDROLANDIA";"Outras";"Capotamento";"Ignorado";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";1;0;0;0;0;1;0;1
83425945;"01/01/16";"Sexta";"07:35:00";"MA";135;"0,2";"SAO LUIS";"Falta de atenção";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Cruzamento";"Urbano";2;0;0;0;2;0;0;2
83425946;"01/01/16";"Sexta";"09:55:00";"SP";101;"33";"UBATUBA";"Falta de atenção";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Curva";"Rural";1;0;1;0;0;0;1;1
83425947;"01/01/16";"Sexta";"08:20:00";"BA";101;"738,9";"ITABELA";"Outras";"Tombamento";"Ignorado";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;0;0;0;1;0;1
83425950;"01/01/16";"Sexta";"03:15:00";"MG";40;"679,7";"RESSAQUINHA";"Ingestão de álcool";"Colisão com objeto fixo";"Com Vítimas Feridas";"Plena noite";"Crescente";"Nublado";"Simples";"Curva";"Rural";2;0;0;1;0;1;1;1
83425951;"01/01/16";"Sexta";"08:15:00";"RR";401;"1";"BOA VISTA";"Falta de atenção";"Atropelamento de pessoa";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;1;0;1;0;1;1
83425952;"01/01/16";"Sexta";"06:25:00";"RN";226;"6";"NATAL";"Outras";"Saída de Pista";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Nublado";"Simples";"Curva";"Urbano";1;1;0;0;0;0;0;1
83425953;"01/01/16";"Sexta";"06:30:00";"PE";104;"100,2";"CUPIRA";"Outras";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";2;1;0;0;1;0;0;2
83425954;"01/01/16";"Sexta";"11:30:00";"SP";116;"518";"CAJATI";"Velocidade incompatível";"Capotamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Rural";2;0;0;0;2;0;0;1
83425955;"01/01/16";"Sexta";"09:20:00";"MG";116;"642";"FERVEDOURO";"Velocidade incompatível";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";3;0;1;0;2;0;1;1
83425956;"01/01/16";"Sexta";"03:45:00";"MG";365;"740";"ITUIUTABA";"Outras";"Saída de Pista";"Sem Vítimas";"Plena noite";"Decrescente";"Chuva";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83425959;"01/01/16";"Sexta";"12:50:00";"SP";116;"514";"CAJATI";"Outras";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Rural";1;0;0;0;1;0;0;1
83425960;"01/01/16";"Sexta";"05:40:00";"BA";116;"719,2";"MANOEL VITORINO";"Dormindo";"Capotamento";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83425962;"01/01/16";"Sexta";"12:45:00";"PR";376;"668";"GUARATUBA";"Velocidade incompatível";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Rural";2;0;1;0;1;0;1;1
83425963;"01/01/16";"Sexta";"10:45:00";"SC";158;"136,8";"PALMITOS";"Velocidade incompatível";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Curva";"Rural";1;0;1;0;0;0;1;1
83425965;"01/01/16";"Sexta";"08:35:00";"RN";101;"101,8";"PARNAMIRIM";"Outras";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Múltipla";"Reta";"Urbano";3;0;0;0;2;1;0;2
83425967;"01/01/16";"Sexta";"12:30:00";"PR";158;"2,9";"CAMPO MOURAO";"Falta de atenção";"Colisão traseira";"Sem Vítimas";"Plena noite";"Decrescente";"Nublado";"Simples";"Reta";"Urbano";2;0;0;0;2;0;0;2
83425970;"01/01/16";"Sexta";"07:45:00";"GO";60;"0,2";"GOIANIA";"Dormindo";"Colisão com objeto fixo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Curva";"Urbano";2;0;0;2;0;0;2;1
83425975;"01/01/16";"Sexta";"08:15:00";"PR";153;"503,7";"GENERAL CARNEIRO";"Outras";"Tombamento";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Simples";"Curva";"Rural";11;0;0;0;11;0;0;1
83425976;"01/01/16";"Sexta";"08:20:00";"SC";101;"213";"PALHOCA";"Outras";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Reta";"Urbano";2;0;0;0;2;0;0;2
83425977;"01/01/16";"Sexta";"13:10:00";"PE";101;"89";"CABO DE SANTO AGOSTINHO";"Ultrapassagem indevida";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;0;0;1;1;0;2
83425979;"01/01/16";"Sexta";"11:00:00";"MS";163;"507,1";"JARAGUARI";"Outras";"Saída de Pista";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva";"Rural";3;0;0;0;3;0;0;1
83425982;"01/01/16";"Sexta";"07:30:00";"GO";60;"81,7";"ANAPOLIS";"Ingestão de álcool";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Curva";"Rural";4;0;1;0;3;0;1;4
83425983;"01/01/16";"Sexta";"12:45:00";"SP";153;"280";"OCAUCU";"Falta de atenção";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Cruzamento";"Rural";3;0;2;0;1;0;2;2
83425987;"01/01/16";"Sexta";"12:20:00";"SC";470;"10,5";"NAVEGANTES";"Desobediência à sinalização";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Urbano";5;0;4;0;1;0;4;2
83425988;"01/01/16";"Sexta";"13:00:00";"SE";235;"2";"ARACAJU";"Desobediência à sinalização";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Rural";2;0;1;0;1;0;1;2
83425989;"01/01/16";"Sexta";"14:00:00";"GO";153;"527";"HIDROLANDIA";"Velocidade incompatível";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Rural";2;0;1;0;1;0;1;1
83425990;"01/01/16";"Sexta";"14:30:00";"MG";381;"878";"ESTIVA";"Velocidade incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Rural";4;0;4;0;0;0;4;1
83425991;"01/01/16";"Sexta";"13:45:00";"PE";232;"15";"JABOATAO DOS GUARARAPES";"Dormindo";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;0;0;2;0;0;2
83425992;"01/01/16";"Sexta";"14:50:00";"SP";116;"522";"CAJATI";"Velocidade incompatível";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva";"Rural";3;0;0;0;3;0;0;1
83425993;"01/01/16";"Sexta";"14:57:00";"SP";116;"522,2";"CAJATI";"Velocidade incompatível";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Simples";"Curva";"Rural";2;0;0;0;2;0;0;1
83425994;"01/01/16";"Sexta";"12:50:00";"PI";343;"329";"TERESINA";"Outras";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Curva";"Rural";1;0;0;1;0;0;1;1
83425995;"01/01/16";"Sexta";"10:30:00";"RN";101;"11";"TOUROS";"Outras";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Rural";1;0;0;1;0;0;1;1
83425996;"01/01/16";"Sexta";"11:00:00";"PR";376;"658";"TIJUCAS DO SUL";"Outras";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Curva";"Rural";1;0;1;0;0;0;1;1
83425997;"01/01/16";"Sexta";"05:40:00";"PR";163;"3";"BARRACAO";"Outras";"Colisão frontal";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Nevoeiro/neblina";"Simples";"Reta";"Urbano";3;0;2;1;0;0;3;2
83425998;"01/01/16";"Sexta";"10:00:00";"TO";230;"83";"CACHOEIRINHA";"Velocidade incompatível";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Rural";1;1;0;0;0;0;0;1
83425999;"01/01/16";"Sexta";"08:30:00";"MG";262;"402";"PARA DE MINAS";"Dormindo";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Rural";1;0;1;0;0;0;1;1
83426000;"01/01/16";"Sexta";"14:30:00";"GO";153;"516,8";"APARECIDA DE GOIANIA";"Outras";"Saída de Pista";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Rural";5;0;0;0;5;0;0;1
83426001;"01/01/16";"Sexta";"10:00:00";"RS";287;"385,9";"SANTIAGO";"Ingestão de álcool";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Rural";2;0;1;0;1;0;1;2
83426002;"01/01/16";"Sexta";"13:40:00";"SC";282;"230";"LAGES";"Velocidade incompatível";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Curva";"Rural";6;0;4;0;2;0;4;1
83426003;"01/01/16";"Sexta";"12:00:00";"SP";101;"48,8";"UBATUBA";"Falta de atenção";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Urbano";2;0;1;0;1;0;1;2
83426005;"01/01/16";"Sexta";"15:00:00";"SP";153;"61,5";"SAO JOSE DO RIO PRETO";"Velocidade incompatível";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Urbano";1;0;0;0;1;0;0;1
83426006;"01/01/16";"Sexta";"15:10:00";"MG";50;"180";"UBERABA";"Desobediência à sinalização";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Curva";"Urbano";2;0;1;0;0;1;1;2
83426007;"01/01/16";"Sexta";"08:15:00";"PA";316;"78,8";"SAO FRANCISCO DO PARA";"Desobediência à sinalização";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Rural";2;0;0;1;1;0;1;2
83426008;"01/01/16";"Sexta";"15:30:00";"SC";101;"185";"BIGUACU";"Não guardar distância de segurança";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83426009;"01/01/16";"Sexta";"14:15:00";"PR";376;"166";"MARINGA";"Falta de atenção";"Saída de Pista";"Ignorado";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Rural";1;0;0;0;0;1;0;1
83426010;"01/01/16";"Sexta";"14:50:00";"MS";163;"630";"SAO GABRIEL DO OESTE";"Defeito mecânico em veículo";"Incêndio";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Dupla";"Reta";"Rural";1;0;0;0;1;0;0;1
83426012;"01/01/16";"Sexta";"09:00:00";"BA";242;"549";"OLIVEIRA DOS BREJINHOS";"Falta de atenção";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Curva";"Rural";1;0;1;0;0;0;1;1
83426014;"01/01/16";"Sexta";"14:20:00";"PE";232;"256";"ARCOVERDE";"Falta de atenção";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Urbano";5;0;3;1;1;0;4;2
83426015;"01/01/16";"Sexta";"07:20:00";"SC";101;"394";"CRICIUMA";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Urbano";2;0;0;1;1;0;1;2
83426016;"01/01/16";"Sexta";"13:00:00";"MS";267;"177";"NOVA ALVORADA DO SUL";"Outras";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Reta";"Rural";2;0;1;0;1;0;1;1
83426017;"01/01/16";"Sexta";"13:50:00";"MG";116;"608,2";"SAO JOAO DO MANHUACU";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Urbano";2;0;0;1;1;0;1;2
83426018;"01/01/16";"Sexta";"16:00:00";"RJ";40;"68";"PETROPOLIS";"Outras";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Urbano";2;0;0;0;2;0;0;1
83426020;"01/01/16";"Sexta";"16:45:00";"SP";116;"512,8";"CAJATI";"Velocidade incompatível";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Rural";2;0;0;0;2;0;0;1
83426025;"01/01/16";"Sexta";"16:00:00";"RJ";393;"265";"BARRA DO PIRAI";"Outras";"Colisão com objeto fixo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Rural";1;0;1;0;0;0;1;1
83426026;"01/01/16";"Sexta";"07:20:00";"AL";316;"259";"PILAR";"Outras";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Rural";1;0;1;0;0;0;1;1
83426027;"01/01/16";"Sexta";"16:30:00";"MG";381;"913";"CAMANDUCAIA";"Velocidade incompatível";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Curva";"Rural";1;0;1;0;0;0;1;1
83426028;"01/01/16";"Sexta";"17:20:00";"PE";232;"140,1";"SAO CAITANO";"Falta de atenção";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Rural";3;0;2;0;1;0;2;2
83426029;"01/01/16";"Sexta";"15:00:00";"PR";476;"269";"SAO MATEUS DO SUL";"Outras";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Rural";5;0;4;1;0;0;5;1
83426030;"01/01/16";"Sexta";"05:45:00";"PR";277;"727,8";"FOZ DO IGUACU";"Outras";"Colisão com bicicleta";"Com Vítimas Fatais";"Amanhecer";"Crescente";"Chuva";"Dupla";"Reta";"Urbano";2;1;0;0;1;0;0;2
83426031;"01/01/16";"Sexta";"05:30:00";"PI";343;"515";"AMARANTE";"Defeito mecânico em veículo";"Saída de Pista";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";4;0;4;0;0;0;4;1
