"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos"
83490876;"17/08/16";"Quarta";"12:10:00";"PR";376;"147";"PRESIDENTE CASTELO BRANCO";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Rural";3;0;1;0;2;0;1;2
83490877;"13/08/16";"Sábado";"17:20:00";"SC";282;"536";"CHAPECO";"Animais na Pista";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";3;0;3;0;0;0;3;1
83490878;"17/08/16";"Quarta";"21:50:00";"RJ";101;"484";"ANGRA DOS REIS";"Desobediência à sinalização";"Colisão Transversal";"Com Vítimas Feridas";"Plena noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;1;0;1;0;1;2
83490879;"13/08/16";"Sábado";"20:05:00";"SC";101;"160";"PORTO BELO";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;1;1;0;0;2;2
83490880;"17/08/16";"Quarta";"22:35:00";"MG";381;"500,1";"BETIM";"Velocidade incompatível";"Colisão com objeto fixo";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Curva";"Urbano";2;0;1;0;1;0;1;1
83490881;"17/08/16";"Quarta";"20:10:00";"PR";272;"537";"FRANCISCO ALVES";"Outras";"Colisão lateral";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";4;0;0;0;4;0;0;2
83490882;"17/08/16";"Quarta";"18:45:00";"SC";101;"408,6";"ARARANGUA";"Outras";"Colisão com objeto fixo";"Sem Vítimas";"Plena noite";"Crescente";"Nublado";"Dupla";"Reta";"Rural";1;0;0;0;1;0;0;1
83490883;"13/08/16";"Sábado";"14:20:00";"RJ";101;"65";"CAMPOS DOS GOYTACAZES";"Não guardar distância de segurança";"Colisão com bicicleta";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Cruzamento";"Urbano";2;0;1;0;1;0;1;2
83490884;"17/08/16";"Quarta";"21:00:00";"SP";116;"393";"MIRACATU";"Falta de atenção";"Colisão lateral";"Sem Vítimas";"Plena noite";"Crescente";"Chuva";"Dupla";"Curva";"Rural";2;0;0;0;2;0;0;2
83490885;"17/08/16";"Quarta";"12:30:00";"GO";60;"65";"ABADIANIA";"Outras";"Saída de Pista";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Rural";1;0;0;0;1;0;0;1
83490886;"17/08/16";"Quarta";"18:20:00";"MG";116;"66,8";"MEDINA";"Outras";"Atropelamento de pessoa";"Com Vítimas Fatais";"Anoitecer";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";2;1;0;0;1;0;0;1
83490887;"17/08/16";"Quarta";"21:06:00";"PR";369;"143";"IBIPORA";"Velocidade incompatível";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Plena noite";"Crescente";"Ceu Claro";"Dupla";"Reta";"Rural";1;0;1;0;0;0;1;1
83490888;"14/08/16";"Domingo";"02:00:00";"SC";282;"525,8";"CORDILHEIRA ALTA";"Ingestão de álcool";"Tombamento";"Sem Vítimas";"Plena noite";"Crescente";"Ignorada";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83490889;"17/08/16";"Quarta";"15:30:00";"SP";116;"451";"REGISTRO";"Defeito mecânico em veículo";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;1;0;1;0;1;1
83490890;"16/08/16";"Terça";"02:30:00";"TO";226;"48";"DARCINOPOLIS";"Ingestão de álcool";"Colisão frontal";"Com Vítimas Fatais";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";2;1;0;0;1;0;0;2
83490891;"17/08/16";"Quarta";"17:20:00";"SP";116;"439,9";"REGISTRO";"Falta de atenção";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";4;0;1;0;3;0;1;3
83490892;"17/08/16";"Quarta";"13:00:00";"MT";174;"470";"COMODORO";"Velocidade incompatível";"Tombamento";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";3;0;0;0;3;0;0;3
83490893;"17/08/16";"Quarta";"20:30:00";"SP";116;"112,9";"TAUBATE";"Outras";"Colisão lateral";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";4;0;2;0;1;1;2;3
83490894;"17/08/16";"Quarta";"22:15:00";"RJ";101;"526";"ANGRA DOS REIS";"Animais na Pista";"Saída de Pista";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Urbano";1;0;1;0;0;0;1;1
83490895;"14/08/16";"Domingo";"01:15:00";"RJ";101;"193";"CASIMIRO DE ABREU";"Outras";"Colisão com objeto fixo";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Rural";1;0;0;0;1;0;0;1
83490896;"17/08/16";"Quarta";"19:40:00";"RO";364;"705";"PORTO VELHO";"Outras";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Plena noite";"Crescente";"Ceu Claro";"Dupla";"Reta";"Rural";2;0;0;2;0;0;2;1
83490897;"17/08/16";"Quarta";"15:30:00";"SC";101;"157,3";"PORTO BELO";"Falta de atenção";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Múltipla";"Reta";"Urbano";3;0;2;0;1;0;2;2
83490898;"13/08/16";"Sábado";"17:45:00";"RJ";101;"71";"CAMPOS DOS GOYTACAZES";"Falta de atenção";"Colisão Transversal";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Nublado";"Simples";"Cruzamento";"Rural";3;0;0;2;1;0;2;2
83490899;"17/08/16";"Quarta";"21:00:00";"SC";282;"327";"CAMPOS NOVOS";"Outras";"Saída de Pista";"Sem Vítimas";"Plena noite";"Decrescente";"Nevoeiro/neblina";"Simples";"Curva";"Rural";1;0;0;0;1;0;0;1
83490900;"17/08/16";"Quarta";"07:00:00";"MT";163;"513";"DIAMANTINO";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Rural";6;0;3;0;3;0;3;3
83490901;"17/08/16";"Quarta";"21:50:00";"PR";376;"165";"MARINGA";"Ingestão de álcool";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Rural";3;0;1;0;2;0;1;3
83490902;"17/08/16";"Quarta";"19:00:00";"AC";364;"124";"RIO BRANCO";"Ingestão de álcool";"Colisão lateral";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";3;0;2;0;1;0;2;2
83490903;"17/08/16";"Quarta";"21:45:00";"MG";381;"145,5";"GOVERNADOR VALADARES";"Velocidade incompatível";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;1;0;0;0;1;1
83490904;"17/08/16";"Quarta";"22:40:00";"MG";262;"93";"ABRE CAMPO";"Ingestão de álcool";"Colisão Transversal";"Sem Vítimas";"Plena noite";"Crescente";"Ignorada";"Simples";"Reta";"Urbano";2;0;0;0;2;0;0;2
83490906;"14/08/16";"Domingo";"04:00:00";"RJ";101;"84";"CAMPOS DOS GOYTACAZES";"Velocidade incompatível";"Saída de Pista";"Sem Vítimas";"Plena noite";"Decrescente";"Nublado";"Simples";"Curva";"Rural";1;0;0;0;1;0;0;1
83490907;"18/08/16";"Quinta";"00:15:00";"RJ";116;"182";"NOVA IGUACU";"Falta de atenção";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Plena noite";"Crescente";"Nublado";"Dupla";"Reta";"Urbano";1;0;0;1;0;0;1;1
83490908;"17/08/16";"Quarta";"20:50:00";"MG";40;"687,8";"RESSAQUINHA";"Outras";"Colisão frontal";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";2;0;0;1;1;0;1;2
83490909;"13/08/16";"Sábado";"10:00:00";"RJ";101;"144";"MACAE";"Outras";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Cruzamento";"Rural";2;0;1;0;1;0;1;2
83490910;"18/08/16";"Quinta";"00:40:00";"PR";116;"135";"FAZENDA RIO GRANDE";"Outras";"Colisão com objeto fixo";"Sem Vítimas";"Plena noite";"Decrescente";"Nublado";"Simples";"Reta";"Urbano";1;0;0;0;1;0;0;1
83490911;"17/08/16";"Quarta";"09:00:00";"RJ";116;"65";"TERESOPOLIS";"Falta de atenção";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;1;0;1;0;1;2
83490912;"17/08/16";"Quarta";"15:00:00";"PA";316;"24";"BENEVIDES";"Defeito mecânico em veículo";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Urbano";2;0;0;0;2;0;0;2
83490913;"17/08/16";"Quarta";"22:30:00";"TO";230;"38";"NAZARE";"Falta de atenção";"Colisão com objeto fixo";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Cruzamento";"Rural";2;0;0;0;2;0;0;1
83490914;"17/08/16";"Quarta";"09:10:00";"TO";153;"707,4";"CARIRI DO TOCANTINS";"Desobediência à sinalização";"Saída de Pista";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Simples";"Curva";"Rural";1;0;0;0;1;0;0;1
83490915;"18/08/16";"Quinta";"01:30:00";"PR";116;"79";"PIRAQUARA";"Falta de atenção";"Tombamento";"Sem Vítimas";"Plena noite";"Decrescente";"Nevoeiro/neblina";"Dupla";"Reta";"Rural";1;0;0;0;1;0;0;1
83490916;"14/08/16";"Domingo";"00:20:00";"MA";135;"1";"SAO LUIS";"Outras";"Tombamento";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Curva";"Urbano";1;0;0;0;1;0;0;1
83490917;"17/08/16";"Quarta";"17:30:00";"PR";277;"111";"CAMPO LARGO";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83490918;"18/08/16";"Quinta";"01:30:00";"MG";116;"285,3";"TEOFILO OTONI";"Defeito mecânico em veículo";"Incêndio";"Sem Vítimas";"Plena noite";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83490919;"17/08/16";"Quarta";"18:50:00";"SC";101;"206";"SAO JOSE";"Não guardar distância de segurança";"Colisão lateral";"Com Vítimas Feridas";"Plena noite";"Crescente";"Nublado";"Dupla";"Reta";"Urbano";3;0;1;0;1;1;1;3
83490920;"17/08/16";"Quarta";"19:05:00";"MG";381;"481,9";"CONTAGEM";"Outras";"Atropelamento de pessoa";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;0;1;1;0;1;1
83490921;"17/08/16";"Quarta";"23:50:00";"SC";101;"341,5";"TUBARAO";"Animais na Pista";"Atropelamento de animal";"Sem Vítimas";"Plena noite";"Crescente";"Ignorada";"Simples";"Reta";"Urbano";1;0;0;0;1;0;0;1
83490922;"17/08/16";"Quarta";"20:15:00";"RS";290;"140,3";"ELDORADO DO SUL";"Ingestão de álcool";"Colisão Transversal";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;0;1;1;0;1;2
83490923;"17/08/16";"Quarta";"09:10:00";"PA";316;"20";"BENEVIDES";"Não guardar distância de segurança";"Colisão lateral";"Sem Vítimas";"Pleno dia";"Crescente";"Ignorada";"Dupla";"Reta";"Urbano";2;0;0;0;2;0;0;2
83490925;"18/08/16";"Quinta";"01:30:00";"MS";163;"728,1";"COXIM";"Falta de atenção";"Atropelamento de pessoa";"Com Vítimas Fatais";"Plena noite";"Decrescente";"Ignorada";"Simples";"Reta";"Urbano";2;1;0;1;0;0;1;1
83490926;"17/08/16";"Quarta";"21:18:00";"PI";407;"425,1";"PICOS";"Falta de atenção";"Atropelamento de pessoa";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;0;1;1;0;1;1
83490928;"14/08/16";"Domingo";"07:00:00";"PA";316;"48";"SANTA ISABEL DO PARA";"Falta de atenção";"Saída de Pista";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Sol";"Dupla";"Reta";"Rural";1;0;1;0;0;0;1;1
83490929;"18/08/16";"Quinta";"02:50:00";"ES";101;"403";"RIO NOVO DO SUL";"Velocidade incompatível";"Capotamento";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";4;0;2;0;2;0;2;1
83490930;"17/08/16";"Quarta";"17:30:00";"MT";70;"500";"CUIABA";"Não guardar distância de segurança";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Rural";3;0;0;0;3;0;0;2
83490931;"13/08/16";"Sábado";"12:00:00";"MG";267;"132";"JUIZ DE FORA";"Velocidade incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Curva";"Rural";1;0;1;0;0;0;1;1
83490933;"15/07/16";"Sexta";"20:24:00";"AL";101;"29";"JOAQUIM GOMES";"Outras";"Derramamento de Carga";"Sem Vítimas";"Plena noite";"Decrescente";"Chuva";"Simples";"Curva";"Rural";1;0;0;0;1;0;0;1
83490934;"18/08/16";"Quinta";"04:00:00";"RS";116;"396,7";"CAMAQUA";"Animais na Pista";"Atropelamento de animal";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83490935;"17/08/16";"Quarta";"19:30:00";"MS";163;"260,8";"DOURADOS";"Ingestão de álcool";"Colisão com bicicleta";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;2;0;0;0;2;2
83490936;"17/08/16";"Quarta";"13:30:00";"MG";381;"486";"BETIM";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Urbano";5;0;1;0;4;0;1;4
83490937;"17/08/16";"Quarta";"10:00:00";"GO";153;"514,3";"APARECIDA DE GOIANIA";"Falta de atenção";"Colisão Transversal";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Múltipla";"Reta";"Urbano";2;0;0;0;2;0;0;2
83490938;"14/08/16";"Domingo";"10:00:00";"CE";116;"25";"ITAITINGA";"Outras";"Colisão com objeto fixo";"Ignorado";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";1;0;0;0;0;1;0;1
83490940;"14/08/16";"Domingo";"18:20:00";"GO";20;"3,6";"FORMOSA";"Outras";"Colisão frontal";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Chuva";"Simples";"Reta";"Urbano";3;0;2;0;1;0;2;2
83490941;"27/04/16";"Quarta";"14:40:00";"MG";267;"87";"JUIZ DE FORA";"Outras";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Simples";"Curva";"Rural";4;0;2;0;1;1;2;2
83490942;"14/08/16";"Domingo";"18:30:00";"CE";116;"17";"EUSEBIO";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ignorada";"Dupla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83490943;"08/08/16";"Segunda";"16:00:00";"MG";459;"97";"POUSO ALEGRE";"Outras";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Urbano";2;0;0;1;1;0;1;1
83490945;"14/08/16";"Domingo";"06:50:00";"SC";163;"90,8";"GUARACIABA";"Outras";"Saída de Pista";"Com Vítimas Feridas";"Amanhecer";"Crescente";"Ceu Claro";"Simples";"Curva";"Rural";1;0;1;0;0;0;1;1
83490946;"18/08/16";"Quinta";"02:00:00";"MT";364;"397,6";"CUIABA";"Outras";"Tombamento";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";1;0;0;0;1;0;0;1
83490947;"14/08/16";"Domingo";"06:50:00";"SP";116;"112";"TAUBATE";"Não guardar distância de segurança";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83490948;"30/06/16";"Quinta";"16:00:00";"GO";70;"297";"JUSSARA";"Outras";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;0;1;0;0;1;1
83490949;"17/08/16";"Quarta";"19:05:00";"RS";116;"129,5";"SAO MARCOS";"Defeito mecânico em veículo";"Tombamento";"Com Vítimas Feridas";"Plena noite";"Crescente";"Nublado";"Simples";"Curva";"Rural";1;0;1;0;0;0;1;1
83490950;"14/08/16";"Domingo";"12:45:00";"GO";40;"6,4";"VALPARAISO DE GOIAS";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";3;0;1;0;2;0;1;2
83490951;"06/08/16";"Sábado";"05:30:00";"SC";163;"67";"SAO MIGUEL DOESTE";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;1;0;0;1;1;2
83490952;"17/08/16";"Quarta";"09:52:00";"PE";407;"127";"PETROLINA";"Desobediência à sinalização";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Curva";"Urbano";2;0;1;0;1;0;1;2
83490953;"09/08/16";"Terça";"16:40:00";"PB";230;"15,4";"JOAO PESSOA";"Falta de atenção";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Curva";"Urbano";2;0;0;1;0;1;1;2
83490954;"18/08/16";"Quinta";"07:06:00";"ES";101;"184,5";"ARACRUZ";"Falta de atenção";"Tombamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";1;0;0;0;1;0;0;1
83490955;"17/08/16";"Quarta";"23:40:00";"MG";40;"189";"JOAO PINHEIRO";"Dormindo";"Tombamento";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;0;0;1;0;0;1
83490956;"10/08/16";"Quarta";"18:30:00";"MA";10;"281";"IMPERATRIZ";"Velocidade incompatível";"Saída de Pista";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";1;0;1;0;0;0;1;1
83490957;"14/08/16";"Domingo";"06:30:00";"SP";381;"83";"SAO PAULO";"Falta de atenção";"Colisão lateral";"Sem Vítimas";"Amanhecer";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";3;0;0;0;3;0;0;3
83490958;"14/08/16";"Domingo";"21:30:00";"GO";50;"238";"CATALAO";"Ingestão de álcool";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";1;0;1;0;0;0;1;1
83490959;"14/08/16";"Domingo";"18:30:00";"PR";376;"532";"PALMEIRA";"Velocidade incompatível";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Crescente";"Nublado";"Dupla";"Reta";"Rural";9;0;3;0;6;0;3;3
83490960;"15/08/16";"Segunda";"06:40:00";"SC";470;"193,5";"POUSO REDONDO";"Falta de atenção";"Colisão lateral";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Chuva";"Simples";"Curva";"Rural";3;0;3;0;0;0;3;2
83490961;"15/08/16";"Segunda";"01:50:00";"BA";101;"247";"CONCEICAO DO ALMEIDA";"Outras";"Saída de Pista";"Com Vítimas Fatais";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";5;3;0;2;0;0;2;1
83490962;"14/08/16";"Domingo";"18:45:00";"PR";277;"604,5";"SANTA TEREZA DO OESTE";"Ingestão de álcool";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;0;1;1;0;1;2
83490963;"13/08/16";"Sábado";"22:00:00";"MG";135;"533";"AUGUSTO DE LIMA";"Outras";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Fatais";"Plena noite";"Crescente";"Nublado";"Simples";"Reta";"Rural";1;1;0;0;0;0;0;1
83490964;"14/08/16";"Domingo";"18:00:00";"CE";20;"426,7";"FORTALEZA";"Outras";"Colisão lateral";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;1;0;0;1;1;2
83490965;"10/08/16";"Quarta";"20:00:00";"PE";101;"10,6";"GOIANA";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Crescente";"Ceu Claro";"Múltipla";"Reta";"Rural";3;0;0;1;1;1;1;3
83490966;"11/08/16";"Quinta";"07:28:00";"AL";101;"201";"SAO SEBASTIAO";"Falta de atenção";"Colisão Transversal";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Reta";"Rural";2;0;0;0;2;0;0;2
83490967;"18/08/16";"Quinta";"02:20:00";"RJ";493;"15";"GUAPIMIRIM";"Animais na Pista";"Atropelamento de animal";"Sem Vítimas";"Plena noite";"Decrescente";"Ceu Claro";"Simples";"Reta";"Urbano";1;0;0;0;1;0;0;1
83490968;"14/08/16";"Domingo";"18:30:00";"SC";116;"246";"LAGES";"Ingestão de álcool";"Colisão frontal";"Com Vítimas Feridas";"Plena noite";"Crescente";"Nublado";"Simples";"Reta";"Urbano";2;0;0;1;1;0;1;2
83490969;"10/08/16";"Quarta";"22:35:00";"GO";40;"5";"VALPARAISO DE GOIAS";"Ingestão de álcool";"Colisão traseira";"Com Vítimas Feridas";"Plena noite";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";4;0;2;1;1;0;3;3
83490970;"15/08/16";"Segunda";"00:00:00";"SC";101;"188,7";"BIGUACU";"Outras";"Capotamento";"Com Vítimas Feridas";"Plena noite";"Decrescente";"Nublado";"Dupla";"Reta";"Urbano";1;0;1;0;0;0;1;1
83490971;"16/08/16";"Terça";"12:20:00";"BA";116;"818,3";"VITORIA DA CONQUISTA";"Desobediência à sinalização";"Colisão Transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Cruzamento";"Urbano";2;0;1;0;1;0;1;2
83490972;"14/08/16";"Domingo";"23:00:00";"SC";282;"276";"SAO JOSE DO CERRITO";"Animais na Pista";"Atropelamento de animal";"Sem Vítimas";"Plena noite";"Crescente";"Nublado";"Simples";"Reta";"Rural";2;0;0;0;2;0;0;2
83490973;"14/08/16";"Domingo";"01:00:00";"MG";267;"52,6";"MARIPA DE MINAS";"Outras";"Colisão lateral";"Sem Vítimas";"Plena noite";"Crescente";"Nublado";"Simples";"Curva";"Rural";2;0;0;0;2;0;0;2
83490974;"17/08/16";"Quarta";"12:40:00";"BA";242;"604,5";"MUQUEM DO SAO FRANCISCO";"Defeito mecânico em veículo";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Curva";"Rural";2;0;2;0;0;0;2;1
83490975;"18/08/16";"Quinta";"07:20:00";"PR";376;"179,7";"MARINGA";"Animais na Pista";"Atropelamento de animal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Urbano";1;0;1;0;0;0;1;1
83490976;"14/08/16";"Domingo";"21:15:00";"SC";282;"485,9";"FAXINAL DOS GUEDES";"Desobediência à sinalização";"Colisão Transversal";"Com Vítimas Feridas";"Plena noite";"Crescente";"Chuva";"Simples";"Reta";"Urbano";2;0;1;0;1;0;1;2
83490977;"18/08/16";"Quinta";"08:10:00";"SC";101;"262,4";"PAULO LOPES";"Dormindo";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Rural";1;0;1;0;0;0;1;1
83490978;"16/08/16";"Terça";"16:38:00";"GO";153;"553";"PIRACANJUBA";"Falta de atenção";"Colisão traseira";"Sem Vítimas";"Plena noite";"Crescente";"Ceu Claro";"Múltipla";"Reta";"Rural";2;0;0;0;2;0;0;2
83490980;"15/08/16";"Segunda";"05:50:00";"SC";116;"262";"CAPAO ALTO";"Ultrapassagem indevida";"Tombamento";"Sem Vítimas";"Plena noite";"Decrescente";"Chuva";"Simples";"Curva";"Rural";1;0;0;0;1;0;0;1
83490981;"16/08/16";"Terça";"13:00:00";"SP";101;"51,5";"UBATUBA";"Outras";"Colisão com objeto fixo";"Sem Vítimas";"Pleno dia";"Crescente";"Ceu Claro";"Simples";"Cruzamento";"Urbano";1;0;0;0;1;0;0;1
83490982;"16/08/16";"Terça";"09:30:00";"MG";381;"334";"NOVA ERA";"Velocidade incompatível";"Colisão frontal";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Simples";"Curva";"Rural";2;0;0;0;2;0;0;2
83490983;"18/08/16";"Quinta";"08:00:00";"RS";290;"91";"PORTO ALEGRE";"Outras";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Urbano";2;0;1;0;1;0;1;2
83490984;"18/08/16";"Quinta";"07:10:00";"RN";101;"85";"NATAL";"Não guardar distância de segurança";"Queda de motocicleta / bicicleta / veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Urbano";2;0;2;0;0;0;2;1
83490985;"07/08/16";"Domingo";"16:50:00";"GO";40;"109,2";"CRISTALINA";"Defeito mecânico em veículo";"Saída de Pista";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Rural";2;0;1;0;1;0;1;1
83490986;"19/06/16";"Domingo";"10:00:00";"RN";101;"100";"NATAL";"Outras";"Colisão lateral";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Ceu Claro";"Dupla";"Reta";"Urbano";2;0;1;0;0;1;1;2
83490987;"18/08/16";"Quinta";"07:45:00";"SP";116;"162";"JACAREI";"Falta de atenção";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ceu Claro";"Dupla";"Reta";"Urbano";8;0;1;0;7;0;1;4
83490988;"14/08/16";"Domingo";"07:20:00";"BA";242;"780";"BARREIRAS";"Velocidade incompatível";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Ceu Claro";"Simples";"Curva";"Rural";3;1;0;0;2;0;0;2
